poi_id,poi_ind,rec_id,rec_ind
sg:66c59f90200042199a1b41d379495d12,2195,sg:66c59f90200042199a1b41d379495d12,2195
sg:66e87a5e54d24b7f94c2f3e16cf5f164,2196,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:66ef7501faaf4e09bfbadb818d0d5e60,2197,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:66f698135e4e4e73bce9779ef91a756b,2198,sg:44e60949d2534e8d96cb43328d0a4364,1518
sg:66fbb484b31f4f3e8860dea6a0c02f5d,2199,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:670f041567ba4f0b8fd10867deeb07fa,2200,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:672112306e0c4bcf84a8619a32ef4d0f,2201,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:67308724e6be43c5b57176b22dc8818b,2202,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:673b142e3dc748108f07031da89887f0,2203,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:675d79ed63c0416898923f23cd76ac30,2204,sg:4c6abf769ec5438d9f528947216a2139,1652
sg:677aa801f6cd4d9e8d8e3f1b130223c0,2205,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:677f142a49df4d2fb1ba3051485f11c2,2206,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:678c52e33e7f4702824f5c97c33e90aa,2207,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:67ad9c62e9c545639a8696cb36afdd73,2208,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:67b08dceba0945e99bce8645ba8e51f9,2209,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:67b55d0ee1564149a84acd9682b668e0,2210,sg:43df8a0c8a3849629e1f918717e85cdd,1493
sg:67b7366f9d6b43c696baf93ed4af6c7e,2211,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:67e36e7b30314666b13a6b7817912e8f,2212,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:67ecd774006d4f27a918e219a1d42d41,2213,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:67eeb16fb9644911b82a7112030382d7,2214,sg:67eeb16fb9644911b82a7112030382d7,2214
sg:67f01663595b4f8cb278488ecf066adc,2215,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:67f7ae7c5c1845c6b76023896df7fb3b,2216,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:680869f1895d44dfa2d1fc94090b632d,2217,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6813a4f9b29343ac96a36cd35a61243e,2218,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6816248882c84aa2adbb5b34a0ec30c1,2219,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:681aa024c07e42b28243758aa6bde1d0,2220,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:682ce1f31d1d48eeaa63d97f326ee5e7,2221,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:683eae3887714512b0c5cf79192e0c03,2222,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:68521d8d7ff94941a722bc26da154757,2223,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6859d7798611477a90d510f9f1534fd8,2224,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:686edf6008ef4dc391c4cadd43c30fec,2225,sg:63e7da40aba34b238263071871a79842,2132
sg:687d977f798a48079c7c4695c537d061,2226,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:688cf4cab0284573a59f5740aed00ef1,2227,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:68aadd3d12394351b6e9618b5a720a7a,2228,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:68b2ca5cd2604d4fb5324b2fb46fddc1,2229,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:68bf1c4089ce48ca9fc30fb9d928a6c5,2230,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:68c035ddc9164263995591f8c0e6ee8d,2231,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:68c08795433e498fb0f25d7009c955c8,2232,sg:f5366579c6f84ebc9c4812dcb6f40e4b,4852
sg:68d98a0d998548a7b6d0edaec2a008ea,2233,sg:4435703ae5b44067ae640db52da3459c,1502
sg:68db0c953ff0439384dee26f31f9fae9,2234,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:68e108f46a21415886a5e0ae5e448d2b,2235,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:68f71de5bece4cdea649fb818400d1cb,2236,sg:2a4a7b4121bf4c97bc5a7c2f42e330cf,966
sg:6900c05d7c954fed91afcc5d60e98f2b,2237,sg:4435703ae5b44067ae640db52da3459c,1502
sg:690368f652804630a788248e275ec369,2238,sg:47cc5da525764471b49abbb3c9ebf00f,1572
sg:6920f507c3c24a76a3799c3a1efb626e,2239,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:695614cd76f24fcd8143364476272a51,2240,sg:0ca3d7464b6e4e1c91ad96d0f3f6b7fe,283
sg:69676e839b734ea6ae09a3cc27d24dcf,2241,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6974796bd9a848afab20f08be37df79a,2242,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:699ad7b80fd14b22a9724c6a5a527f49,2243,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:699ecb310cd84c8fa99f1eefd44f8ee1,2244,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:69a0d9378e6142e6adba661375f8975f,2245,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:69aa293ac6614060a40c7f2086187210,2246,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:69af919754054df7ad9dbfee2e9b7cf6,2247,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:69d77799e8c54d65b1c4ac051eb1b928,2248,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:69e5e1f8c17248f1bd4deb8971bd7da1,2249,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6a0a3092922b4851a74b43f69d0dafc4,2250,sg:37359a9639bf452ab73fb16a1033e933,1232
sg:6a0de108a8944399bfe1488f8a09d10e,2251,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:6a1a340a6f6f45b7a41dbbf24daa4d79,2252,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6a3301bb7184469a9cfc2febb0942f73,2253,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6a38031c596540a1939580a9965a935a,2254,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6a49632d3d3b447e900fd344a557d620,2255,sg:29e40f5ae7fc4f67b2c271e5439e8649,958
sg:6a711d37efa943929b61c41c89a54896,2256,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6a8656a9ffe04879a712e0924a0991b8,2257,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:6a8776e3c7024b609e7250aa4ec35e18,2258,sg:debedb9ec72e436d8365997c58058290,4449
sg:6a95edb85f13493f8a46cb1a26427946,2259,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6a9d165b60f14279bf14a2c6ded108e5,2260,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:6ab5a5eef5fa4e2a91ed49c5a50c6766,2261,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:6ab6045a93414f4b8c77eade2d437daf,2262,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6ab7084de5184d9abdda74bfa91dcfd5,2263,sg:bb520ed803a0471b83e45a3802e6d0df,3804
sg:6ada1a7cf80c431e83e26458188fe032,2264,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6b081bdd1d914dff82f74fd0727cb533,2265,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:6b14377a2dcc40d39bedcc88e7a815fa,2266,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:6b17cf82f40342d78fa7b993a610e7e8,2267,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6b2d132ee7fb4756a6bd7162013b672f,2268,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:6b44c78aa658467eac95423ffa64a1c8,2269,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:6b47247b796e4bc7b62896ac02503440,2270,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:6b4ea6ffad1d4c0a80165ed14cf5d865,2271,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6b5baad4337c4f2299218bc15af2f210,2272,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:6b604c43049f4087b35d0d71d05d08a6,2273,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6b693fd0cb9f4e56b1d219e0312f2eb0,2274,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6b6cd0c6e0544239b4a17abe40219493,2275,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:6b70d3f8f5db4be691b77bff54513d07,2276,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6b8277271e474ce7b4fd677bb9476d1d,2277,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:6b90bac8835b433fa74db9c40682043b,2278,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6ba52b4240d842ba8b3303b092f162c1,2279,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:6bb28827d35643b082738f2a25c175c5,2280,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:6bdb4718ecc240afa00f0130dbc13750,2281,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6c09e3680096405ca71382d98bfc357b,2282,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6c0b446fc5c3430e84ddb1e0f7829785,2283,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6c102efc0eef43d9bca82f11870155fc,2284,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6c13c023caf6467f9df5cc06cb158d34,2285,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:6c387e03500c40ddbc04b59545a6de06,2286,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:6c414196d2854b92897ec353adf57306,2287,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6c46e96f961f4bd5825ce3348652e4a0,2288,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6c4e476e1b5b4cf4b4a4a0230534876a,2289,sg:e9a5580fe24b4901abae7e34ce71696f,4654
sg:6c592fb990a8449faa74b50eec42a033,2290,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6c628f47d980499bb504a34ad3d31f7b,2291,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6c69f05900a248229e894e34c94eef8d,2292,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6c6fd069072a4fa090f914ad28a01029,2293,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6c7d5c47801b40a7bb618fdfccbc7766,2294,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6c87532d14e44f0a9eabb109bca9fc83,2295,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:6c8b5b15e4e24f1fa6117f8558aad281,2296,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6c8e50b17803463bb3f30af2eb4f0cbe,2297,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6c93f4bf95ad439daeed51ba40e76533,2298,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6ca2dcd3cc8e4e77bc29ff3e547f4b4c,2299,sg:63e7da40aba34b238263071871a79842,2132
sg:6cbdf9bfeec5497685024674a8f62138,2300,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6cc9a27a76b345bcafbacd67b93ccec1,2301,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6ccf82741b7948f8b6e06d0b848be699,2302,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6cdeb41c6ce94f398b97f07cc8eca9fe,2303,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:6cf26f8b61274d468bc568fa7b492ee9,2304,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6cf47c468817469db223f31f882e162d,2305,sg:e9a5580fe24b4901abae7e34ce71696f,4654
sg:6cf829cd7e1f414abf3202b0967761d8,2306,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:6d049a5e90a44d4ba5f8f5f30a55a949,2307,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6d126bd6d5e5490bac6acb7f4ab298a2,2308,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6d28f151d4734fabb748769533bcd8e5,2309,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6d42ed5f594148479dccebb803f9fe48,2310,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6d4eea908c3b475e91fc64d333aad3d8,2311,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6d645407f87e497a8df59da60ebb63b6,2312,sg:84af574bb61d4f8e91ebca65ce971107,2728
sg:6d6482c7c1da42e6b9da009f54838634,2313,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6d695959ea7943fd827b06dfcf00aa6b,2314,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6d826235bc9b44c095a6cc0c35574118,2315,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6d90639ec21146adb73942ed4b915118,2316,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6db13b0084a84480a32e314e65806237,2317,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6dd3babaf0e64bddb3393e4aa5cea4e8,2318,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:6df7ef82986e4fcb9907de624362f04b,2319,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:6e0b76b5a5c4478ea7e9857181af293f,2320,sg:12758102bfe44d8aa99b342d2743e680,430
sg:6e3881aea2f243b1b13788eaec10fafc,2321,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:6e3eef207bd94817a69e60dff7204fdc,2322,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6e4bf4bdd02941d0969563c6d7e76029,2323,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6e78adf4f4a043ecae9cbaa0f6585d03,2324,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6e814d6f984a4b5a841c1050ef69e004,2325,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6e8905e15c6f4cf3aa9516358f33f037,2326,sg:e22b4d2dd3a1487199785f8f97e17bff,4514
sg:6e98e5ec18864b4e84fd3d7112c6be66,2327,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:6e9a6bcc24e1404b9da3ac8a5e6529f1,2328,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:6e9fc3d38eb747f182a1a1779a8f5d8d,2329,sg:39e2392875e04fab94f5393b78638bf5,1291
sg:6eb2e8f721bf412a8d5d836a3e244048,2330,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6eccc03755c54f4daec1c1cea8b97dc4,2331,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6ee21708695844769db06de992cf9c71,2332,sg:12758102bfe44d8aa99b342d2743e680,430
sg:6ee33eb7866e40eb9fcfb0e90e68afcf,2333,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6ee5b2287d37442180eaf6a2b9f9692c,2334,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6eedafe69f28455993309f5079e1eee6,2335,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:6f078103c96e46fe89b6dfbbe8ebed8d,2336,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:6f15264b6f874b2a8f4de74aaaa97cfb,2337,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:6f19a558cd2741fc9422c026bc8666ae,2338,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:6f33f71b65a645fea71f1fb3fcc76512,2339,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6f37dc6a31ab4b829f8a806dfa1896eb,2340,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:6f399d08ddde4aa6a2af5c8e113b9f33,2341,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:6f3cb2da91024f7696ab4491e49235fa,2342,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6f489a7cba864b1f888493229810bff1,2343,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:6f4d10c2f04c4762bb14bffac3cea28e,2344,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:6f5f52e564a046ab98097bc34e1bfbb8,2345,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:6f6f740591be4dbfa154782848de270d,2346,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6f724df06fa1448dad07ce363d2950f4,2347,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:6f725169e048472f9cfd61106208dee0,2348,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6f79d25d4652461c99e554d1ed655d8f,2349,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:6fade8bf75f043df8f565c7bb7fd1998,2350,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:6fbd0b13dbf8414f92bc3da711a1c937,2351,sg:6fbd0b13dbf8414f92bc3da711a1c937,2351
sg:6fbef4b249494d50bfecd8a26f9b4758,2352,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:6fc512efd55e4dedbbf7051b6e940e4a,2353,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:6fc6d912927c49e4a0056a33cc287a61,2354,sg:4435703ae5b44067ae640db52da3459c,1502
sg:6fc755d31586490a83f6cdbbed59a261,2355,sg:3cb22bc99b5a4b7ab74db07df449be3f,1352
sg:6fed3499e5a0435c9f4e152a94462883,2356,sg:42c2824c66124cb98eb16f67709a63bf,1470
sg:6ff310f97f1d4d1b8bdda65eca0d0f06,2357,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:6ffa0e3b40aa4649a86857a414868b25,2358,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:702e9dd45db44d13837ac83409371de2,2359,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:705cb36aa6c04240b9e08aa0a9ec1958,2360,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:7066629257b64e8f9c6f5e01a85e68c6,2361,sg:9f337af3918b4c2b9702c8088b3eb72a,3255
sg:70715fdb5734405c96c3f06403637ff0,2362,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:70796da3fa49487a95c5b6c0470b34a1,2363,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:70846e439e16495e8ea3a190c22dfaa7,2364,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:7089fa2fe2bb4561b4446d475dfa053a,2365,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:70965b7e26694d22b3e23a7a4bd49f31,2366,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:709d6fe14dd043a685733ba66910faa6,2367,sg:43df8a0c8a3849629e1f918717e85cdd,1493
sg:70b924267a8e48a59907c8d9dbda2da7,2368,sg:2e4e532c9084486aa86f2d18a659ceda,1045
sg:70bb6a386f814f02a42013437dcc71dd,2369,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:70cd3de548154a42930873ffae2c8634,2370,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:70ceea413c5641fa979096ae329704d8,2371,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:70d7f553125a402194ac0ec1a3e06e01,2372,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:70de49404b084e72bf921c5dc27ed393,2373,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:70de5a41bac04e9686e2f9a119424db2,2374,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:70f106d7afd84aaaaa6507aa46b8dced,2375,sg:44e60949d2534e8d96cb43328d0a4364,1518
sg:7100f8cae6204097b7ece7adcf1e491f,2376,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:710c7f1042cb412384cd60ba40f6e3a7,2377,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:712c6c86cc5a408f88a2df08d4c8b34c,2378,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:713c4fb50ca94282b65031b9ba1ccd3c,2379,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:7145041a58ee4e3495037a7454d2ecbd,2380,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:7159acdbd2504526b41985484e245c78,2381,sg:4435703ae5b44067ae640db52da3459c,1502
sg:715dc10fdbd74bf995f7ff3ece21e641,2382,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:7160a63d041f46bf99d4c53a59ae6f11,2383,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:71637a99040d4c55ad64d8a9f9353056,2384,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:71723a941f55430282956a7b0fb5492b,2385,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:718a2de697f14f6a89c35edb8814baa6,2386,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:71b033aa83f04a22945fa50548b34380,2387,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:71ba8bffffb3487796d8435be3778ea3,2388,sg:4435703ae5b44067ae640db52da3459c,1502
sg:71c130faa50a4507b0134f2ecdd497c8,2389,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:71c802dfb6284b88a7bd38a9978fce70,2390,sg:fc8204692af54228a7a7fcdb4e83c518,5005
sg:71d664b032544e73bc6b064f351dc0d2,2391,sg:ce790f1f054f40a89ddd9effc89530fc,4143
sg:71dccdafb78b4caba1c585574e96a703,2392,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:71e9960b61974fd6bae39af6eb00e71a,2393,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:71ea362b88044e4b97ebb5f2e0baf833,2394,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:71fdee8e166b4139bd0bd09a42a8de68,2395,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:720bae0282b94f7ea09f10e5580e477d,2396,sg:a325b0249d4947fba9102a6ecddb63a4,3341
sg:7215a32f4cfd4316b24fa80f261c0b18,2397,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:7215d9ebc1b14e4a8d3a86a3f972fab4,2398,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:7242675ede484925aa419fed9c8c690f,2399,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:724941e0b509435aa315257db83c3239,2400,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:7249bd7c6ace4d54a239779567803d7e,2401,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:724c249e6f5c4a33ac8e048c714cb3da,2402,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:727caded543e4e6f924a8f4c74f9b76c,2403,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:728bccf1d422489b83a5eee22bbaa01a,2404,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:72afcdab08664e6fb4bedd43a0295bae,2405,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:72b44834461548f5b966390dc2536957,2406,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:72b69dd5b51a4cc88c29f586e31fa2a5,2407,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:72bd59bf4ef9465a99e9b8bfb3dbea28,2408,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:72cc7a2c86584b799ace1e86d7b52fba,2409,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:72e1279ca6e04ef49345f8c6754d45f1,2410,sg:4435703ae5b44067ae640db52da3459c,1502
sg:72e1678de3704a668d9f0430fca34493,2411,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:72e5314c7add428e8ba8f6cd574339d1,2412,sg:2039b3a45e7d4931b99f23cbb08b66b5,758
sg:72f4a01fc35a44b0a2138acddfacd92b,2413,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:72fd8ba736804973b48803f2cee80aaf,2414,sg:4435703ae5b44067ae640db52da3459c,1502
sg:730142237da54455a21d3d0a8d8c2476,2415,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:73014362599745de9a1d95303f5f6780,2416,sg:84af574bb61d4f8e91ebca65ce971107,2728
sg:7311cf55e8f24c2d8a7e6e07ad0c3e64,2417,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:7312b2e8e2614adf8c75f48d8cc2c058,2418,sg:2039b3a45e7d4931b99f23cbb08b66b5,758
sg:7332a55f8fd54aa5a60ef1617385a6c5,2419,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:7339cbd1d9274a48a1b6666ba93080d1,2420,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:7348581eca8e46d0bd97fa6c703b3795,2421,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:734a16dab33345f0927c189e675345d2,2422,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:734b7b9087f34155939d7e5ffea1823f,2423,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:736259429732472c97b59da5c1bd4324,2424,sg:ce790f1f054f40a89ddd9effc89530fc,4143
sg:73697a0072694976a3e047341df2a082,2425,sg:64a2e7fb79ab42b5b3d172c44e3c4700,2148
sg:7371b560987d4e70ac3ff0216ac442b0,2426,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:737caf54af17411f9c93725243287c8b,2427,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:73952d46bfbb4d748520de693e4968f2,2428,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:7399b41d93694657aabc133e21da1c9e,2429,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:73b7b12a4a2d427abccc27ab9444988d,2430,sg:4435703ae5b44067ae640db52da3459c,1502
sg:73ccd2187135483e8d44997a0e0e5a2a,2431,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:73db8ecaaa2f4de0b1f9c62ec0358be7,2432,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:73db9a6abd4f4c6a82904aa9d7a4beb6,2433,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:73f2f35dd3e64e7c91b79c5545f4eff4,2434,sg:4435703ae5b44067ae640db52da3459c,1502
sg:7406244fdad74ba1929602552f944d95,2435,sg:2f91d2d187654e8aa27bb584ee82aac7,1074
sg:7410196c91574df3833d9adfba6c43fd,2436,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:74149d8dea2745308ab3d5b9ddfdfb46,2437,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:74163ac93a27414a8566f4e58a18c1a2,2438,sg:3ec100102a5845c58c3e1531fa083246,1400
sg:741644f01c124f09bbb6b013797377c1,2439,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:741bd929ce5c4853b588d27c9ba9cba9,2440,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:7430da9f4f674c1c8bb857bff61adfd4,2441,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:74328211e65743679617d59693401471,2442,sg:ee31ae0756bb4363915ef00aca18f362,4727
