poi_id,poi_ind,rec_id,rec_ind
sg:0001dabdf48949818a9321a48664ed7d,0,sg:73952d46bfbb4d748520de693e4968f2,2428
sg:000341e847414dd8b6c56938355c6133,1,sg:e3183a5810b0453f9d9199be8e450994,4531
sg:000ea200746a4572b9d93af810d00470,2,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:001686fe47e74c40892f7738ff8b9a45,3,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:001b883fbd644444a2d9480fd269a8ef,4,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:00211358bfb746819de1c04e9f712721,5,sg:fefcf7edbe4b486ca99f05bc2350fa7d,5061
sg:002710cb886647cebcf103057ef44abc,6,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:005c68b20fd64ea6914ddc6a7794ce10,7,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:005e0f9c1bdc42cc9c6e668363f71ad3,8,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0082b60532464b4e918e828d9df4a8f2,9,sg:63e7da40aba34b238263071871a79842,2132
sg:00848632de9541f586a50858f41b915d,10,sg:73952d46bfbb4d748520de693e4968f2,2428
sg:009f9c0aeb3b4a6aa72aed94ffeb0509,11,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:00c999ef297c4cafb8aa7c28d2aa72b1,12,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:00e1db445b264ff0a95c0ee548dd7484,13,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:00eed3aac56a4c09920eea2941b26585,14,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:00f49cd77148406fbc8d5a99c34b7805,15,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:00f8b8a08fc043ed9157ea3251e13a40,16,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:01056a6496674227aa556c0be6e9a0cf,17,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:011c1685931e4e2fb2c281a697c48f9c,18,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0121dd4a84c6478597e4e4d73db9e28b,19,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0138e05d9f1049d5aec85470149f4d18,20,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:014c07eb90264f1593cbfc36613de819,21,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0159a537a8204dbf936cc45ebe18aef2,22,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:0167fe769e554c76a58cacf85e60fe58,23,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:016999d5698049a997b30336f9dc9bff,24,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:016a003d39534758a479bf0a86d6a382,25,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:0172625c4cea4dc7963915ad8fe42b6f,26,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:017fc6ae657b4ff1b355b1af6a22dedc,27,sg:4435703ae5b44067ae640db52da3459c,1502
sg:019b9ee803e144e296007d063a75b5f4,28,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:01a8350c14dd4a17b598392ee6a3536c,29,sg:f131fa73b3414f7dad65b75ce9da8d20,4775
sg:01b37907f1c84b44a274f39489a65b67,30,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:01c4b112e58a428eb2a71ef00c2b2d1f,31,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:01c99abc02134aa1a6b7993726f1cfdf,32,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:01d203edeff0424c881a9b5cad84f5de,33,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:01d9abcd204b4e4382b71440ef56bb08,34,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:01dd3e1d6ad5480fb0d667f1c38329ea,35,sg:43df8a0c8a3849629e1f918717e85cdd,1493
sg:01e1aa0f7d334cf0ab594564a99981d7,36,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:01e489d2bb784f73987fa208867c1378,37,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:01e4adb72a514b01a6c06f934de48f6d,38,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:01e7620bc86f412aaedab972c6f2eb78,39,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:01f9365ca6d548768bbd43249c3b6af2,40,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:01fe56a30f6243baba6055faee193586,41,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:0211187438ff48bdb286764470adbb42,42,sg:4435703ae5b44067ae640db52da3459c,1502
sg:0219023ff25d480990fae6b16e675d4d,43,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:021e1186a94944b18ee60346206c9381,44,sg:4435703ae5b44067ae640db52da3459c,1502
sg:022f435ae3ee46ff9862e5a5b2460c00,45,sg:b91c0341e790464089933583536ea522,3768
sg:024738bfbbf74431b9aaa90324c1653b,46,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:024e7e5deb4f4386b16d07614c5629a5,47,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:02710623927e44d086f76300b21caac9,48,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0274aa1993054312a8f5cd5145d9fc3b,49,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:027aea8e1456433cb960616cafb9dffb,50,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:028c69048ed941a896ef75ff1ccf62d1,51,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:029768d1b2c049438b9352af926e5eab,52,sg:30f3b835be294f798f4265f1e113b7f3,1098
sg:02b0c90ff5904ae69e868c84470fe437,53,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:02c4c85542b94f7bba6817fd52cf7dd1,54,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:02d308762f8341a8b6f3fc631bebace6,55,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:02d91e18c8404d5bb4d5617b0d3b7dc6,56,sg:0e9b2d1e86954736b4ba4d7886eb65e6,334
sg:02e21355f4b34259bf01f0a983f90604,57,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:02f547c053a64e3d99f2cfb5dfbf28a5,58,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:02f7641c7f7b45598f12ea22ea09770e,59,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:02f9d531f17a4290ac0dc509c5518bf5,60,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0314bf48934d4a78935b99ddcac792fd,61,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0317551cd5f64af3b62fb78700f05e54,62,sg:45d3c2894a604cd49c0f7dde4f1b9dfc,1533
sg:0333f98ae2484edbbf6dc7ae4cc30e6f,63,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:033a03692e9e4fe48532ecf6e951ef6a,64,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:03506b783de2484290012b25181b7d83,65,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:03633a201876457a828f399eb6990ded,66,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:036cbee0a5054d7ba60bc5e3b2e4768b,67,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:037518e0c3614dbeb78b39f6561889cc,68,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:0380feea7bfe4f85b7de066d6e4dfa08,69,sg:209372ca30234c8886a1afbadf65c5b2,765
sg:0384527ff64141d5bc821bc597d627c7,70,sg:4435703ae5b44067ae640db52da3459c,1502
sg:038daa08fd164497a1bd5dad75ea86d4,71,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:039e4bfa5d294f658bb0ea8b01977818,72,sg:4435703ae5b44067ae640db52da3459c,1502
sg:039fef1571cf4dcda1b6335a802e1f43,73,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:03a72a7013cb41b691b96a4750ae5876,74,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:03a80e252361490086a051b84733ba17,75,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:03b4684e09184a05994ad32244d13e79,76,sg:bc8297957dfe4537b02c61002096e7c9,3827
sg:03be77e6c8794fabb8e926094ead36cc,77,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:03c8514959914a1b9869b7b46cd2f483,78,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:03cfc336cc6742e1a894e88bbbdec032,79,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:03cfd39effa04ece9588a1069b5c7be4,80,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:03dd675d62c6444fb421eaadd10dd96d,81,sg:4435703ae5b44067ae640db52da3459c,1502
sg:03df864d4e5b4f28beab050e2aa2ad3b,82,sg:4435703ae5b44067ae640db52da3459c,1502
sg:03e2260773e6419cb38b407df898ab15,83,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:03fccd2bfd604142888d504b0dfb8881,84,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0402219c996f422c824a27d1b597caa9,85,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:040602bf5e3842c2b26a59767eca631f,86,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:0407695edc4e4aeb9783590f5d30d521,87,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:041165a7ee1c4a97817e3bb3a575cb7b,88,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0413b9daecfb4591b81b62cbdf88c9d3,89,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:0415f143c613425f9d48dd2934fed653,90,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:041633dcaa574baeb59ca2630b2c72a9,91,sg:4435703ae5b44067ae640db52da3459c,1502
sg:042dc7799979446ebcdf0b74541a8b8f,92,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:042e34b788084be8836c29779da49a96,93,sg:ad479e1456884db6a83527fccbc2e0d9,3534
sg:043f2da337cc4e4e8ec36cbb08c4779f,94,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0452f16fe9394dfab815c249116d90ff,95,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0453697816de44aaa3936f8aaa3d5aa1,96,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:045874a02e6541a896c3afb58e279c29,97,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:045ad46159ea411cb9c5c1d73bcb7cc4,98,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:046878d83514466287a04041c9a4259b,99,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:0474f09523704e46afb0477c1cfe30d8,100,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:047869854465401cb0d2cbfd4acffea3,101,sg:9f337af3918b4c2b9702c8088b3eb72a,3255
sg:0479645436b54d27891f4fca4ec68e5c,102,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:049454a49a80483a8c266e854c343554,103,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:049756c8053e4a00b907ababca177826,104,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:04c797fd1db444bdb966471d8daf7a03,105,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:04ce9f2b93cb4b31ba3dd95602578142,106,sg:37359a9639bf452ab73fb16a1033e933,1232
sg:04d3502fc3694c9ca6e01313cc0ba40f,107,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:04dbc4a8a5a2461a9db2e477c89061e1,108,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:04ddddb17fa5449a9dab959e52aa1bd5,109,sg:84db696df8b846b09f227d3071d1acab,2733
sg:04f38ecbf0fc4d52a1734ff1200cc9d5,110,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:05222a3e4d9b4fd9a354c6b293f332f3,111,sg:f141b662288a4123b004602fb19c6f08,4776
sg:052897a298ef4af3be3250067ed47384,112,sg:f131fa73b3414f7dad65b75ce9da8d20,4775
sg:05308a34813f495b9a75e255fee6ddce,113,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:054423662a9742f3984fcd3a4fef6d21,114,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:054455d06f9146d8b7ca390c690138ce,115,sg:c64d5f13b27b49f290880a9be8562599,4005
sg:056367857b94491b8506724c471e1a63,116,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:056c691ebb864bd08b581ea93ae1a39f,117,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:057c3ff1e19b47bb89b9d50184d30442,118,sg:ad479e1456884db6a83527fccbc2e0d9,3534
sg:0588d8df9fb54c06b725cef6f3ce290d,119,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:0594bf48faf64f32836add4732f9abf1,120,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:05d16e13a2004e84bc953001c1201ca9,121,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:05d1b9a4b4684d8284b41d102a5c51bb,122,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:05d438f18fdc486883c41f45fc028310,123,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:05dadc00183a4c8c96940c7a8b94a368,124,sg:0ca3d7464b6e4e1c91ad96d0f3f6b7fe,283
sg:05db53ebd59c438eb0ad4628243ee268,125,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:05e4957f502346d8ae43d426102c5b2c,126,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:05f9a2d50e6940fe8945cc4f5e2a93e4,127,sg:4c6abf769ec5438d9f528947216a2139,1652
sg:05f9cf45d66840c09102cb1af4f24622,128,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:06155a41966e40a982c96408d585f298,129,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0616677f8aee4090b88bd6a8657cc425,130,sg:1f6c1e4d117d4f70a27f4084c1085756,744
sg:061d1bc4777547f598edb72c7bb65ed2,131,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:062af66728044760ab390a718583df19,132,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:0641b535d73144c5ba6a6a09a22b8f5e,133,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:06431b32f1164ffb840b461d39451a95,134,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:0648dbe6b0ee4fac86fc7cc77fefb315,135,sg:47cac40c03c74909b55d8253744d835c,1571
sg:06609b667bd74c02be119e71c63ff8bb,136,sg:ab48b4066d7f4ece82cc5d26a8ce2df7,3491
sg:067ccd68b61a4529aa25ef470f56e903,137,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:0682f183ace741c5bd71d15516180f04,138,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:06881bd7facc4e8190610f4a7cc7dc99,139,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:06890444349c4d67bf10f24d9b64425f,140,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:068ea4cef8124526bbb4abded1512ba5,141,sg:debedb9ec72e436d8365997c58058290,4449
sg:069327b48a2a408eab7a853f295a3e4e,142,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:069b44e592584478a7aecc0f9f160b28,143,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:06a545c88ad14d6695626b07c69b0bf8,144,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:06ac24c525fc41e3b82488eaf29c9cc8,145,sg:63e7da40aba34b238263071871a79842,2132
sg:06c05133e83f450ea89bb0e65f8e197e,146,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:06c9a58d1d2b4f16a57a9218084476b9,147,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:06ca31fa02474e60b2f487928801c09a,148,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:06cef28598264bb586b6af46e50d2bae,149,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:06d7e7fcfa6749bb9cb79e75aaa64ea9,150,sg:06d7e7fcfa6749bb9cb79e75aaa64ea9,150
sg:06e2518dc3fe4abf87d43b90bdb51aa1,151,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:06e627a647d648a4a58a5b3fbbb770e9,152,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:06f17db20d1d492fb48853c36e11b4ab,153,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:07019dd788e1454a81a7c34f2770e555,154,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0711a99875e54afc81c4449aa2c1e596,155,sg:c64d5f13b27b49f290880a9be8562599,4005
sg:0727d50200cd43ca86127030536c676d,156,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0727f994b8364ae2a379ffd3ed85d468,157,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:072f8ec4a61a4855903b6abaeb4e4f23,158,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0739ac27e66a403eab2831c67908680a,159,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:074dde99856d43afadc38a9025ffc4e0,160,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0751007524a047db878ff2543278e393,161,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:075348e3a2be40bea862bfb7be5ca56d,162,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:0769bbeb9a8f4162b3449bc67220f1d9,163,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0769eef5153f4ad78f47a8ba5635ee3f,164,sg:4435703ae5b44067ae640db52da3459c,1502
sg:0778a7aadf684ff2800b17c21e8f06fd,165,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:078447c1c9a74851a0715b4c9692f11b,166,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:0792678f77d74e94a04e1d2c9bdd6563,167,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:07a2869647fd4fde896a5ba1e4614381,168,sg:9f337af3918b4c2b9702c8088b3eb72a,3255
sg:07aa38240148402c94365c200b1e456a,169,sg:2f9d1050bc4545248ee2f1d0a2deca88,1075
sg:07af7dafc0ee4e13a419d596c1576d01,170,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:07b489d3edac420eb52b56ad22db9bf6,171,sg:64a2e7fb79ab42b5b3d172c44e3c4700,2148
sg:07c34cfcf465420b98cfaf612852672e,172,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:07c3bdabe66a48f2aa88ccd7758f41a8,173,sg:4435703ae5b44067ae640db52da3459c,1502
sg:07d0880ce19747b6a1c53055f6a0a901,174,sg:4435703ae5b44067ae640db52da3459c,1502
sg:07da547eed0f4f7e92703bb6d67817c9,175,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:07da6e84ec8f4ea18440b5baa9cba090,176,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:07e8a03dedc546b6979f7f45bb867392,177,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:07ead8c2a6444843bfe3c7f146920981,178,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:08006a35ea3e44dfab0378e92fe108d5,179,sg:58def698215440f9a97bfed11ef76d7b,1903
sg:0809c576aeaf4feab9e2e7fca75394c9,180,sg:9c3ee043dfbe4499b8b552beebb9f83d,3190
sg:080c1eec8dc740109ee98e5f7f4d4ad6,181,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:08100fe762304985ab75a64e49d8a586,182,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:08157837a9064a4aa1af9a2cc65683da,183,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:083309afcd95423fac55df5c34fdacbc,184,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:083426924aaf4622bcf8a28ea5ccdc75,185,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:085438dc40a54cf4ad9d832324015d42,186,sg:f141b662288a4123b004602fb19c6f08,4776
sg:085ee66b44c04cb8a1093f94145b7c3b,187,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0862becabeef4c38b71e251b3364ceae,188,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:08714b55a5fd457fbb36c75f29497097,189,sg:45d3c2894a604cd49c0f7dde4f1b9dfc,1533
sg:0882f2ae7064411b810cab142ba7d68f,190,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:08838e8510d241a4b7bf9433a8069940,191,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:0885d50f42054e79a7d86d781529c792,192,sg:b65e25fc66b74e65bec3fc230acbbe55,3709
sg:08956faa165a47019bd0e779f6a5d23b,193,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:089c471561db44dbbacb6ac51e4efa79,194,sg:08157837a9064a4aa1af9a2cc65683da,183
sg:08a450b6e246451a9ee164de3d8922f1,195,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:08ac9d64092648ac90d0f726fa225446,196,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:08b19d6810354e5da6b792506a0f50fc,197,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:08b7f0147cb0439797fc88b3411486e6,198,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:08c0f6b7d9654b14a85126392fdbc536,199,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:08c3e61255ad4a50a21a9284189080e5,200,sg:1ef15e3ffb564ffbacc4780ead683803,731
sg:08dc842dd4254922b98b2d061441c4f9,201,sg:25e49898b9654b73b3ab9eaa867f0677,881
sg:08fc62d1c73742368ccc200ef04d764c,202,sg:024738bfbbf74431b9aaa90324c1653b,46
sg:08fde59241e24e7199b1de6813124eae,203,sg:2c122036e91d45ad83511fa47ed45e2b,1007
sg:09004b27fe4c4e598b248eb41dec7d0d,204,sg:e3e995eabfd449e08f5f860ec577d257,4549
sg:0908513c4f2e424b96ed6820e65c777e,205,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0914bd13ae414f4eb4a9b9b89b198bed,206,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:0926d428ed6d4c028d8dc1c40151ec17,207,sg:bd54396113ff46ccb17c8c0a0666b7f8,3834
sg:092927529679488fb9b8211f5c73ec1e,208,sg:f131fa73b3414f7dad65b75ce9da8d20,4775
sg:0934062bd52344859b02d5933c268ee5,209,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:093d9e7e01914512b37bed27829be54f,210,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:093e7ce23dfa4771afbd7e1ddb3f5a14,211,sg:42c2824c66124cb98eb16f67709a63bf,1470
sg:09573a7352de47e7bfb6bcfce81193a1,212,sg:6b47247b796e4bc7b62896ac02503440,2270
sg:0967f5f69b4945beb6549414104ed3a4,213,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:096f1bf94c914cea982236baabed78ea,214,sg:f8eac82189214f47b182f0ac8370efd2,4939
sg:097169a77cf4485a9c968f2889401290,215,sg:4435703ae5b44067ae640db52da3459c,1502
sg:097203de179d44c99a28febd0b987b3b,216,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0982c351358e4eb7bdc3b3ca63f05faf,217,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:098b07513d0b45f08e3fe3ab65c2212a,218,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:098c1f65b7cc454c814234daeb4a11cf,219,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:09944b54560f46f192cdf2a050ab6398,220,sg:73952d46bfbb4d748520de693e4968f2,2428
sg:0995e57eefd94e8894f6ba14178c88d7,221,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:0997aaeeaee749aca037a1c74047b79a,222,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:099f7cdc4428468fa3d50e69d0015519,223,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:09a5831cc1da4a54b628cd64cf6defc3,224,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:09b3efffe88248de94debc8585219ffd,225,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:09b9677dbaca4727aac09de65ea157b7,226,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:09bb2dbf07fa490caf1a6960aa4c8ab2,227,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:09c3a3f05e8e4889b956c6d3282a4034,228,sg:d9ecf68bcaf946e29fd9b620b9806232,4358
sg:09d419e14e904f8fa8651820844e37fe,229,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:09d7cc211cb7491fa484d4946c6922bf,230,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:09e5100ff38a409f8b35f4cf05743fad,231,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:09e80c8a19d14c67b3df2cee9a2e6198,232,sg:27f2186b419948c3bd92c5b910f000e7,930
sg:09e9f8b25c1942e48ae7350ea7909887,233,sg:ee31ae0756bb4363915ef00aca18f362,4727
sg:0a0812c4c7a1450ea91895082c379727,234,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:0a1011b5ef6f42cf9bba9ef527192efb,235,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0a17d41a6eeb4da383601cb149a7b089,236,sg:e9a5580fe24b4901abae7e34ce71696f,4654
sg:0a217247efd84cec8ce897c96e14dea6,237,sg:1e2324ef5d3b460fa52f9e071672b81f,715
sg:0a23ca46b2134457b4023117299dd1e4,238,sg:0e9b2d1e86954736b4ba4d7886eb65e6,334
sg:0a268cc9f2684c518f8eb950b18be487,239,sg:cbe3d8d7135a48ba94353562013bb9af,4095
sg:0a38ee2942334e9eb19220e3057b7dc6,240,sg:e6c1409135e6454bb7c6fe4ea0378bb7,4599
sg:0a3f79a213ee4c63b78dea794650944c,241,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0a4a6e72adde46998e00da473f8f4716,242,sg:43df8a0c8a3849629e1f918717e85cdd,1493
sg:0a5350d4f80f4564bae1f45105e064d2,243,sg:e9a5580fe24b4901abae7e34ce71696f,4654
sg:0a73c2cc24b149a497b70213f34e39ef,244,sg:b598c5c8b96b4dce9f1e2a7c4fedd9b3,3699
sg:0a7562648f1148858019d4f82223387f,245,sg:5f3a348dc80a400590a6233f48c19f9b,2037
sg:0a89bf47fb2f41b2b0cdf97df370e8bb,246,sg:4435703ae5b44067ae640db52da3459c,1502
sg:0a9cba97b0f54dde9e857dcf5729adf1,247,sg:4435703ae5b44067ae640db52da3459c,1502
sg:0aa30e1c237944578f4e68c0b08889c8,248,sg:4435703ae5b44067ae640db52da3459c,1502
sg:0aa9f5a07171476c9a3f8fad01f30d70,249,sg:1eac674bad154ebf8d51e30702cb6bbe,728
sg:0ab752c57afd481f8882067934c5f919,250,sg:7c0e906af1b74907beeceb4bf1290147,2568
sg:0abdfe2aed024b279b25170b0761c2f1,251,sg:330f1a34608b4ff6bbb5d7278ecf7ca0,1135
sg:0b027baa9c2040858c370f677292aa3a,252,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0b065383517a4758a0fc1d45090e15ed,253,sg:c7423c7818a344cfb8bfaaa31f717ec1,4021
sg:0b19479b57504b25a81ecaa7dea1cc86,254,sg:b88e070cdff8413bbb9d4821eb3f5ac5,3755
